208,Rue de Bouillon,RUE DE BOUILLON,BOUILLON,11070,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE BOUILLON
209,Rue de Bourgogne,RUE DE BOURGOGNE,BOURGOGNE,11071,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE BOURGOGNE
210,Rue de Bragance,RUE DE BRAGANCE,BRAGANCE,11074,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE BRAGANCE
211,Rue de Bridel,RUE DE BRIDEL,BRIDEL,11083,,N,,?,04.02.2003,CR,,215,,1,,N,RUE DE BRIDEL
212,Rue de Cessange,RUE DE CESSANGE,CESSANGE,11099,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE CESSANGE
213,Rue de Chicago,RUE DE CHICAGO,CHICAGO,21011,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE CHICAGO
214,Rue de Clairefontaine,RUE DE CLAIREFONTAINE,CLAIREFONT,21019,,N,19.02.2002,,04.02.2003,,?,,?,1,,N,RUE DE CLAIREFONTAINE
215,Rue de Clausen,RUE DE CLAUSEN,CLAUSEN,21021,,N,,?,04.02.2003,N,,1,,1,,N,RUE DE CLAUSEN
216,Rue de Clervaux,RUE DE CLERVAUX,CLERVAUX,21024,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE CLERVAUX
217,Rue de Crécy,RUE DE CRECY,CRECY,21031,,N,,?,17.04.2007,,?,,?,1,,N,RUE DE CRECY
218,Rue de Dormans,RUE DE DORMANS,DORMANS,21047,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE DORMANS
219,Rue de Gasperich,RUE DE GASPERICH,GASPERICH,31018,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE GASPERICH
220,Rue de Gibraltar,RUE DE GIBRALTAR,GIBRALTAR,31026,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE GIBRALTAR
221,Rue de Hamm,RUE DE HAMM,HAMM,31052,,N,,?,04.02.2003,CR,,225,,1,,N,RUE DE HAMM
222,Rue de Hesperange,RUE DE HESPERANGE,HESPERANGE,31064,,N,,?,04.02.2003,CR,,224,,1,,N,RUE DE HESPERANGE
223,Rue de Hollerich,RUE DE HOLLERICH,HOLLERICH,31069,,N,,?,04.02.2003,N,,56,,1,,N,RUE DE HOLLERICH
224,Rue de Houffalize,RUE DE HOUFFALIZE,HOUFFALIZE,31070,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE HOUFFALIZE
6824,Rue Jean Linden,RUE JEAN LINDEN,LINDEN,11147,,N,,?,21.11.2000,,?,,?,1,,N,Rue Jean Linden
6825,Rue John L. Mac Adam,RUE JOHN L. MAC ADAM,MAC ADAM,21553,,N,,?,21.11.2000,,?,,?,1,,N,Rue John L. Mac Adam
6826,Marché-aux-Poissons,MARCHE-AUX-POISSONS,MARCHE,51047,,N,,?,21.11.2000,,?,,?,1,,N,Marché-aux-Poissons
225,Rue de Kirchberg,RUE DE KIRCHBERG,KIRCHBERG,31094,,N,,?,04.02.2003,CR,,232,,1,,N,RUE DE KIRCHBERG
226,Rue de l'Aciérie,RUE DE L'ACIERIE,ACIERIE,11002,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'ACIERIE
227,Rue de l'Avenir,RUE DE L'AVENIR,AVENIR,11038,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'AVENIR
228,Rue de l'Eau,RUE DE L'EAU,EAU,21054,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'EAU
229,Rue de l'Egalité,RUE DE L'EGALITE,EGALITE,21058,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'EGALITE
230,Rue de l'Eglise,RUE DE L'EGLISE,EGLISE,21060,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'EGLISE
231,Rue de l'Hippodrome,RUE DE L'HIPPODROME,HIPPODROME,31067,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'HIPPODROME
232,Rue de l'Industrie,RUE DE L'INDUSTRIE,INDUSTRIE,31078,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'INDUSTRIE
233,Rue de l'Ordre de la Couronne de Chêne,RUE DE L'ORDRE DE LA COURONNE DE CHENE,ORDRE,21009,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'ORDRE DE LA COURONNE
234,Rue de l'Ouest,RUE DE L'OUEST,OUEST,71063,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE L'OUEST
235,Rue de la Barrière,RUE DE LA BARRIERE,BARRIERE,11045,,N,,?,12.12.2014,,?,,?,1,,N,Rue de la Barrière
236,Rue de la Boucherie,RUE DE LA BOUCHERIE,BOUCHERIE,11069,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA BOUCHERIE
237,Rue de la Chapelle,RUE DE LA CHAPELLE,CHAPELLE,21003,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA CHAPELLE
238,Rue de la Cimenterie,RUE DE LA CIMENTERIE,CIMENTERIE,21017,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA CIMENTERIE
13,Avenue de la Liberté,AVENUE DE LA LIBERTE,LIBERTE,41027,,N,,?,04.02.2003,N,,3,,1,,N,AVENUE DE LA LIBERTE
452,Rue Jean-Baptiste Esch,RUE JEAN-BAPTISTE ESCH,ESCH,21073,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-BAPTISTE ESCH
453,Rue Jean-Baptiste Fresez,RUE JEAN-BAPTISTE FRESEZ,FRESEZ,31011,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-BAPTISTE FRESEZ
454,Rue Jean-Baptiste Gellé,RUE JEAN-BAPTISTE GELLE,GELLE,31021,,N,,?,12.12.2014,,?,,?,1,,N,Rue Jean-Baptiste Gellé
455,Rue Jean-Baptiste Nothomb,RUE JEAN-BAPTISTE NOTHOMB,NOTHOMB,51006,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-BAPTISTE NOTHOMB
456,Rue Jean-François Boch,RUE JEAN-FRANCOIS BOCH,BOCH,11065,,N,,?,02.07.2014,,?,,?,1,,N,RUE JEAN-FRANCOIS BOCH
457,Rue Jean-François Gangler,RUE JEAN-FRANCOIS GANGLER,GANGLER,31014,,N,,?,02.07.2014,,?,,?,1,,N,RUE JEAN-FRANCOIS GANGLER
458,Rue Jean-Gaspard de Cicignon,RUE JEAN-GASPARD DE CICIGNON,CICIGNON,21015,,N,,?,06.09.2011,,?,,?,1,,N,RUE JEAN-GASPARD DE CICIGNON
459,Rue Jean-Georges Willmar,RUE JEAN-GEORGES WILLMAR,WILLMAR,61086,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-GEORGES WILLMAR
460,Rue Jean-Pierre Beicht,RUE JEAN-PIERRE BEICHT,BEICHT,11054,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE BEICHT
461,Rue Jean-Pierre Brasseur,RUE JEAN-PIERRE BRASSEUR,BRASSEUR,11076,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE BRASSEUR
462,Rue Jean-Pierre Erpelding,RUE JEAN-PIERRE ERPELDING,ERPELDING,21071,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE ERPELDING
6866,Rue Wenceslas 1er,RUE WENCESLAS 1ER,WENCESLAS,61080,,N,,?,12.12.2014,,?,,?,1,,N,Rue Wenceslas 1er
6867,Rue Wiltheim,RUE WILTHEIM,WILTHEIM,61088,,N,,?,21.11.2000,,?,,?,1,,N,Rue Wiltheim
463,Rue Jean-Pierre Huberty,RUE JEAN-PIERRE HUBERTY,HUBERTY,31074,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE HUBERTY
464,Rue Jean-Pierre Koenig,RUE JEAN-PIERRE KOENIG,KOENIG,41001,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE KOENIG
465,Rue Jean-Pierre Koltz,RUE JEAN-PIERRE KOLTZ,KOLTZ,10755,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE KOLTZ
466,Rue Jean-Pierre Lamboray,RUE JEAN-PIERRE LAMBORAY,LAMBORAY,11171,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE LAMBORAY
467,Rue Jean-Pierre Pier,RUE JEAN-PIERRE PIER,PIER,51040,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE PIER
468,Rue Jean-Pierre Probst,RUE JEAN-PIERRE PROBST,PROBST,51057,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE PROBST
469,Rue Jean-Pierre Sauvage,RUE JEAN-PIERRE SAUVAGE,SAUVAGE,51094,,N,,?,04.02.2003,,?,,?,1,,N,RUE JEAN-PIERRE SAUVAGE
470,Rue Jean-Pierre David Heldenstein,RUE JEAN-PIERRE DAVID HELDENSTEIN,HELDENSTEI,31058,,N,,?,18.09.2009,,?,,?,1,,N,RUE JEAN-PIERRE HELDENSTEIN
471,Rue Johannes Gutenberg,RUE JOHANNES GUTENBERG,GUTENBERG,31049,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOHANNES GUTENBERG
472,Rue Joseph Hansen,RUE JOSEPH HANSEN,HANSEN,31054,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH HANSEN
473,Rue Joseph Hess,RUE JOSEPH HESS,HESS,21559,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH HESS
474,Rue Joseph Junck,RUE JOSEPH JUNCK,JUNCK,31086,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH JUNCK
475,Rue Joseph Kutter,RUE JOSEPH KUTTER,KUTTER,41005,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH KUTTER
476,Rue Joseph Massarette,RUE JOSEPH MASSARETTE,MASSARETTE,41060,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH MASSARETTE
477,Rue Joseph Tockert,RUE JOSEPH TOCKERT,TOCKERT,61042,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH TOCKERT
478,Rue Joseph Weber,RUE JOSEPH WEBER,WEBER,61073,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSEPH WEBER
479,Rue Josy Meyers,RUE JOSY MEYERS,MEYERS,11441,,N,,?,04.02.2003,,?,,?,1,,N,RUE JOSY MEYERS
480,Rue Jules Fischer,RUE JULES FISCHER,FISCHER,21092,,N,,?,04.02.2003,,?,,?,1,,N,RUE JULES FISCHER
481,Rue Jules Wilhelm,RUE JULES WILHELM,WILHELM,61083,,N,,?,04.02.2003,,?,,?,1,,N,RUE JULES WILHELM
482,Rue Julien Vesque,RUE JULIEN VESQUE,VESQUE,61062,,N,,?,04.02.2003,,?,,?,1,,N,RUE JULIEN VESQUE
483,Rue Kalchesbruck,RUE KALCHESBRUCK,KALCHESBRU,31089,,N,,?,04.02.2003,,?,,?,1,,N,RUE KALCHESBRUCK
484,Rue Lamartine,RUE LAMARTINE,LAMARTINE,41009,,N,,?,04.02.2003,,?,,?,1,,N,RUE LAMARTINE
485,Rue Large,RUE LARGE,LARGE,41012,,N,,?,04.02.2003,,?,,?,1,,N,RUE LARGE
486,Rue Laurent,RUE LAURENT,LAURENT,41015,,N,,?,04.02.2003,,?,,?,1,,N,RUE LAURENT
487,Rue Laurent Menager,RUE LAURENT MENAGER,MENAGER,41064,,N,,?,04.02.2003,CR,,218,,1,,N,RUE LAURENT MENAGER
488,Rue Lavoisier,RUE LAVOISIER,LAVOISIER,41019,,N,,?,04.02.2003,,?,,?,1,,N,RUE LAVOISIER
489,Rue Léandre Lacroix,RUE LEANDRE LACROIX,LACROIX,41008,,N,,?,19.05.2015,,?,,?,1,,N,RUE LEANDRE LACROIX
490,Rue Lemire,RUE LEMIRE,LEMIRE,41022,,N,,?,04.02.2003,,?,,?,1,,N,RUE LEMIRE
491,Rue Léon Hengen,RUE LEON HENGEN,HENGEN,11173,,N,,?,04.05.2015,,?,,?,1,,N,RUE LEON HENGEN
14,Avenue de la Porte-Neuve,AVENUE DE LA PORTE-NEUVE,PORTE-NEUV,51002,,N,,?,04.02.2003,N,,52,,1,,N,AVENUE DE LA PORTE-NEUVE
95,Place du Parc,PLACE DU PARC,PARC,51021,,N,,?,04.02.2003,,?,,?,1,,N,PLACE DU PARC
96,Place du Théâtre,PLACE DU THEATRE,THEATRE,61035,,N,,?,04.02.2003,,?,,?,1,,N,PLACE DU THEATRE
97,Place François-Joseph Dargent,PLACE FRANCOIS-JOSEPH DARGENT,DARGENT,21039,,N,,?,02.07.2014,N,,7,,1,,N,PLACE FRANCOIS-JOSEPH DARGENT
98,Place Guillaume II,PLACE GUILLAUME II,GUILLAUME,31047,,N,,?,04.02.2003,,?,,?,1,,N,PLACE GUILLAUME II
99,Place Jeanne d'Arc,PLACE JEANNE D'ARC,ARC,11022,,N,,?,18.09.2009,,?,,?,1,,N,Place Jeanne d'Arc
100,Place Léon XIII,PLACE LEON XIII,LEON,41024,,N,,?,12.12.2014,,?,,?,1,,N,Place Léon XIII
101,Place Nicolas Philippe,PLACE NICOLAS PHILIPPE,PHILIPPE,51036,,N,,?,04.02.2003,,?,,?,1,,N,PLACE NICOLAS PHILIPPE
102,Place Sauerwiss,PLACE SAUERWISS,SAUERWISS,10753,,N,,?,04.02.2003,,?,,?,1,,N,PLACE SAUERWISS
103,Place Sts Pierre et Paul,PLACE STS PIERRE ET PAUL,PIERRE,51026,,N,,?,15.03.2016,N,,4,,1,,N,PLACE STS PIERRE ET PAUL
104,Place St Willibrord,PLACE ST WILLIBRORD,WILLIBRORD,61084,,N,,?,18.09.2009,,?,,?,1,,N,PLACE ST WILLIBRORD
105,Place Ste Cunégonde,PLACE STE CUNEGONDE,CUNEGONDE,21034,,N,,?,19.05.2015,,?,,?,1,,N,PLACE STE CUNEGONDE
6803,Place de l'Europe,PLACE DE L'EUROPE,EUROPE,21081,,N,,?,21.11.2000,,?,,?,1,,N,Place de l'Europe
6804,Rue Michel Flammang,RUE MICHEL FLAMMANG,FLAMMANG,91058,,N,,?,21.11.2000,,?,,?,1,,N,Rue Michel Flammang
6805,Boulevard Pierre Frieden,BOULEVARD PIERRE FRIEDEN,FRIEDEN,21557,,N,,?,21.11.2000,,?,,?,1,,N,Boulevard Pierre Frieden
106,Place Virchow,PLACE VIRCHOW,VIRCHOW,61064,,N,,?,04.02.2003,,?,,?,1,,N,PLACE VIRCHOW
107,Place Winston Churchill,PLACE WINSTON CHURCHILL,CHURCHILL,21014,,N,,?,04.02.2003,CR,,211B,,1,,N,PLACE WINSTON CHURCHILL
108,Plateau Altmünster,PLATEAU ALTMUNSTER,ALTMUENSTE,11013,,N,,?,18.09.2009,,?,,?,1,,N,Plateau Altmünster
109,Plateau du Rham,PLATEAU DU RHAM,RHAM,71008,,N,,?,06.09.2011,,?,,?,1,,N,PLATEAU DU RHAM
110,Plateau du St Esprit,PLATEAU DU ST ESPRIT,ESPRIT,21075,,N,,?,12.12.2014,,?,,?,1,,N,Plateau du St Esprit
111,Rond-Point Robert Schuman,ROND-POINT ROBERT SCHUMAN,SCHUMAN,61005,,N,,?,04.02.2003,N,,51,,1,,N,ROND-POINT ROBERT SCHUMAN
112,Raspert,RASPERT,RASPERT,51066,,N,,?,04.02.2003,,?,,?,1,,N,RASPERT
113,Route d'Arlon,ROUTE D'ARLON,ARLON,11026,,N,,?,04.02.2003,N,,6,,1,,N,ROUTE D'ARLON
114,Route d'Echternach,ROUTE D'ECHTERNACH,ECHTERNACH,21056,,N,,?,04.02.2003,N,,11,,1,,N,ROUTE D'ECHTERNACH
115,Route d'Esch,ROUTE D'ESCH,ESCH,21072,,N,,?,04.02.2003,N,,4,,1,,N,ROUTE D'ESCH
116,Route de Longwy,ROUTE DE LONGWY,LONGWY,41036,,N,,?,04.02.2003,N,,5,,1,,N,ROUTE DE LONGWY
117,Route de Thionville,ROUTE DE THIONVILLE,THIONVILLE,61037,,N,,?,04.02.2003,N,,3,,1,,N,ROUTE DE THIONVILLE
118,Rue Abbe Jos Keup,RUE ABBE JOS KEUP,KEUP,11431,,N,,?,04.02.2003,,?,,?,1,,N,RUE ABBE JOS KEUP
119,Rue Adam Roberti,RUE ADAM ROBERTI,ROBERTI,51079,,N,,?,04.02.2003,,?,,?,1,,N,RUE ADAM ROBERTI
120,Rue Adolphe,RUE ADOLPHE,ADOLPHE,11005,,N,,?,04.02.2003,,?,,?,1,,N,RUE ADOLPHE
121,Rue Adolphe Fischer,RUE ADOLPHE FISCHER,FISCHER,21091,,N,,?,04.02.2003,,?,,?,1,,N,RUE ADOLPHE FISCHER
122,Rue Adolphe Omlor,RUE ADOLPHE OMLOR,OMLOR,51010,,N,,?,04.02.2003,,?,,?,1,,N,RUE ADOLPHE OMLOR
6806,Rue Louis de Froment,RUE LOUIS DE FROMENT,FROMENT,10664,,N,,?,03.11.2010,,?,,?,1,,N,Rue Louis de Froment
6807,Place de Gand,PLACE DE GAND,GAND,,?,N,,?,21.11.2000,,?,,?,1,,N,Place de Gand
6808,Rue Alcide de Gasperi,RUE ALCIDE DE GASPERI,GASPERI,31017,,N,,?,21.11.2000,,?,,?,1,,N,Rue Alcide de Gasperi
123,Rue Albert Borschette,RUE ALBERT BORSCHETTE,BORSCHETTE,11068,,N,,?,04.02.2003,,?,,?,1,,N,RUE ALBERT BORSCHETTE
124,Rue Albert Calmes,RUE ALBERT CALMES,CALMES,91552,,N,,?,04.02.2003,,?,,?,1,,N,RUE ALBERT CALMES
125,Rue Albert 1er,RUE ALBERT 1ER,ALBERT,11006,,N,,?,12.12.2014,,?,,?,1,,N,Rue Albert 1er
126,Rue Albert Philippe,RUE ALBERT PHILIPPE,PHILIPPE,51037,,N,,?,04.02.2003,,?,,?,1,,N,RUE ALBERT PHILIPPE
127,Rue Albert Steffen,RUE ALBERT STEFFEN,STEFFEN,11168,,N,,?,04.02.2003,,?,,?,1,,N,RUE ALBERT STEFFEN
128,Rue Albert Unden,RUE ALBERT UNDEN,UNDEN,61053,,N,,?,04.02.2003,CR,,215,,1,,N,RUE ALBERT UNDEN
129,Rue Albert Wehrer,RUE ALBERT WEHRER,WEHRER,11158,,N,,?,04.02.2003,,?,,?,1,,N,RUE ALBERT WEHRER
130,Rue Aldringen,RUE ALDRINGEN,ALDRINGEN,11008,,N,,?,04.02.2003,,?,,?,1,,N,RUE ALDRINGEN
15,Avenue des Archiducs,AVENUE DES ARCHIDUCS,ARCHIDUCS,11023,,N,,?,04.02.2003,,?,,?,1,,N,AVENUE DES ARCHIDUCS
492,Rue Léon Kauffman,RUE LEON KAUFFMAN,KAUFFMAN,31090,,N,,?,15.03.2016,,?,,?,1,,N,RUE LEON KAUFFMAN
493,Rue Léon Metzler,RUE LEON METZLER,METZLER,41071,,N,,?,15.03.2016,,?,,?,1,,N,RUE LEON METZLER
494,Rue Léon Thyes,RUE LEON THYES,THYES,11430,,N,,?,15.03.2016,,?,,?,1,,N,RUE LEON THYES
495,Rue Louis Deny,RUE LOUIS DENY,DENY,11155,,N,,?,04.02.2003,,?,,?,1,,N,RUE LOUIS DENY
496,Rue Louis XIV,RUE LOUIS XIV,LOUIS,41037,,N,,?,18.09.2009,,?,,?,1,,N,RUE LOUIS XIV
497,Rue Louvigny,RUE LOUVIGNY,LOUVIGNY,41038,,N,,?,04.02.2003,,?,,?,1,,N,RUE LOUVIGNY
498,Rue Luc Housse,RUE LUC HOUSSE,HOUSSE,31071,,N,,?,04.02.2003,,?,,?,1,,N,RUE LUC HOUSSE
499,Rue Ludwig van Beethoven,RUE LUDWIG VAN BEETHOVEN,BEETHOVEN,11052,,N,,?,14.03.2016,,?,,?,1,,N,RUE LUDWIG VAN BEETHOVEN
500,Rue Michel Engels,RUE MICHEL ENGELS,ENGELS,21066,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL ENGELS
501,Rue Malakoff,RUE MALAKOFF,MALAKOFF,41044,,N,,?,04.02.2003,,?,,?,1,,N,RUE MALAKOFF
502,Rue Marcel Noppeney,RUE MARCEL NOPPENEY,NOPPENEY,21563,,N,,?,04.02.2003,,?,,?,1,,N,RUE MARCEL NOPPENEY
503,Rue Marcel Reuland,RUE MARCEL REULAND,REULAND,51075,,N,,?,04.02.2003,,?,,?,1,,N,RUE MARCEL REULAND
504,Rue Marguerite de Brabant,RUE MARGUERITE DE BRABANT,BRABANT,11073,,N,,?,08.08.2011,,?,,?,1,,N,RUE MARGUERITE DE BRABANT
505,Rue Marguerite de Busbach,RUE MARGUERITE DE BUSBACH,BUSBACH,11087,,N,,?,08.08.2011,,?,,?,1,,N,RUE MARGUERITE DE BUSBACH
506,Rue Marguerite Mongenast-Servais,RUE MARGUERITE MONGENAST-SERVAIS,MONGENAST-,21562,,N,,?,04.02.2003,,?,,?,1,,N,RUE M. MONGENAST-SERVAIS
507,Rue Marguerite-Séraphine Beving,RUE MARGUERITE-SERAPHINE BEVING,BEVING,11058,,N,,?,12.12.2014,,?,,?,1,,N,RUE MARGUERITE-S. BEVING
508,Rue Marie De Zorn,RUE MARIE DE ZORN,ZORN,61094,,N,,?,04.02.2003,,?,,?,1,,N,RUE MARIE DE ZORN
509,Rue Marie-Adélaide,RUE MARIE-ADELAIDE,MARIE-ADEL,41053,,N,,?,12.12.2014,,?,,?,1,,N,Rue Marie-Adélaide
510,Rue Marie-Louise Tidick-Ulveling,RUE MARIE-LOUISE TIDICK-ULVELING,TIDICK-ULV,10758,,N,,?,04.02.2003,,?,,?,1,,N,RUE MARIE-L. TIDICK-ULVELING
511,Rue Mathias Birthon,RUE MATHIAS BIRTHON,BIRTHON,11059,,N,,?,04.02.2003,,?,,?,1,,N,RUE MATHIAS BIRTHON
512,Rue Mathias Hardt,RUE MATHIAS HARDT,HARDT,31055,,N,,?,04.02.2003,,?,,?,1,,N,RUE MATHIAS HARDT
513,Rue Mathias Hertert,RUE MATHIAS HERTERT,HERTERT,31063,,N,,?,04.02.2003,,?,,?,1,,N,RUE MATHIAS HERTERT
514,Rue Mathias Kirsch,RUE MATHIAS KIRSCH,KIRSCH,31095,,N,,?,04.02.2003,,?,,?,1,,N,RUE MATHIAS KIRSCH
515,Rue Mathias Tresch,RUE MATHIAS TRESCH,TRESCH,61046,,N,,?,04.02.2003,,?,,?,1,,N,RUE MATHIAS TRESCH
516,Rue Maurice Barrès,RUE MAURICE BARRES,Barrès,11044,,N,,?,04.02.2003,,?,,?,1,,N,Rue Maurice Barrès
517,Rue Melchior Bourg-Gemen,RUE MELCHIOR BOURG-GEMEN,BOURG-GEME,71057,,N,,?,04.02.2003,,?,,?,1,,N,RUE MELCHIOR BOURG-GEMEN
518,Rue Michel Gehrend,RUE MICHEL GEHREND,GEHREND,31020,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL GEHREND
519,Rue Michel Hulsemann,RUE MICHEL HULSEMANN,HULSEMANN,31076,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL HULSEMANN
520,Rue Michel Lentz,RUE MICHEL LENTZ,LENTZ,41023,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL LENTZ
521,Rue Michel Rodange,RUE MICHEL RODANGE,RODANGE,51081,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL RODANGE
522,Rue Michel Welter,RUE MICHEL WELTER,WELTER,61078,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL WELTER
523,Rue Michel Weyer,RUE MICHEL WEYER,WEYER,61082,,N,,?,04.02.2003,,?,,?,1,,N,RUE MICHEL WEYER
524,Rue Mil Neuf Cents,RUE MIL NEUF CENTS,MIL,61095,,N,,?,04.02.2003,,?,,?,1,,N,RUE MIL NEUF CENTS
525,Rue Mohrfels,RUE MOHRFELS,MOHRFELS,41077,,N,,?,04.02.2003,,?,,?,1,,N,RUE MOHRFELS
526,Rue Marie Barbe Joséphine Munchen-Tesch,RUE MARIE BARBE JOSEPHINE MUNCHEN-TESCH,Munchen,91008,,N,,?,04.02.2003,CR,,232,,1,,N,Rue M. B. J. Munchen-Tesch
527,Rue Munkacsy,RUE MUNKACSY,MUNKACSY,41090,,N,,?,04.02.2003,,?,,?,1,,N,RUE MUNKACSY
528,Rue Munster,RUE MUNSTER,MUNSTER,41091,,N,,?,04.02.2003,,?,,?,1,,N,RUE MUNSTER
529,Rue N.S. Pierret,RUE N.S. PIERRET,PIERRET,51041,,N,,?,04.02.2003,,?,,?,1,,N,RUE N.S. PIERRET
530,Rue Nennig,RUE NENNIG,NENNIG,41099,,N,,?,04.02.2003,,?,,?,1,,N,RUE NENNIG
531,Rue Nico Klopp,RUE NICO KLOPP,KLOPP,31096,,N,,?,04.02.2003,,?,,?,1,,N,RUE NICO KLOPP
532,Rue Nicolas Adames,RUE NICOLAS ADAMES,ADAMES,71047,,N,,?,04.02.2003,,?,,?,1,,N,RUE NICOLAS ADAMES
533,Rue Nicolas Braunshausen,RUE NICOLAS BRAUNSHAUSEN,BRAUNSHAUS,11077,,N,,?,04.02.2003,,?,,?,1,,N,RUE NICOLAS BRAUNSHAUSEN
16,Avenue du Bois,AVENUE DU BOIS,BOIS,11066,,N,,?,04.02.2003,CR,,215,,1,,N,AVENUE DU BOIS
239,Rue de la Congrégation,RUE DE LA CONGREGATION,CONGREGATI,21027,,N,,?,12.12.2014,,?,,?,1,,N,Rue de la Congrégation
240,Rue de la Déportation,RUE DE LA DEPORTATION,DEPORTATIO,21041,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA DEPORTATION
241,Rue de la Fonderie,RUE DE LA FONDERIE,FONDERIE,21097,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA FONDERIE
6827,Allée Marconi,ALLEE MARCONI,MARCONI,41050,,N,,?,21.11.2000,,?,,?,1,,N,Allée Marconi
6828,Rue George C. Marshall,RUE GEORGE C. MARSHALL,MARSHALL,10356,,N,,?,21.11.2000,,?,,?,1,,N,Rue George C. Marshall
6829,Place des Martyrs,PLACE DES MARTYRS,MARTYRS,,?,N,,?,21.11.2000,,?,,?,1,,N,Place des Martyrs
242,Rue de la Forêt,RUE DE LA FORET,FORET,31001,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA FORET
243,Rue de la Forge,RUE DE LA FORGE,FORGE,31002,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA FORGE
244,Rue de la Grève,RUE DE LA GREVE,GREVE,31042,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA GREVE
245,Rue de la Lavande,RUE DE LA LAVANDE,LAVANDE,41017,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA LAVANDE
246,Rue de la Loge,RUE DE LA LOGE,LOGE,41035,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA LOGE
247,Rue de la Malterie,RUE DE LA MALTERIE,MALTERIE,41045,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA MALTERIE
248,Rue de la Montagne,RUE DE LA MONTAGNE,MONTAGNE,41079,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA MONTAGNE
249,Rue de la Paix,RUE DE LA PAIX,PAIX,51019,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA PAIX
250,Rue de la Poste,RUE DE LA POSTE,POSTE,51050,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA POSTE
251,Rue de la Reine,RUE DE LA REINE,REINE,51070,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA REINE
252,Rue de la Rotonde,RUE DE LA ROTONDE,ROTONDE,51090,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA ROTONDE
253,Rue de la Semois,RUE DE LA SEMOIS,SEMOIS,61011,,N,,?,04.02.2003,,?,,?,1,,N,RUE DE LA SEMOIS
